objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23767E+18,245.8888671,15.35027277,19.12599,17.37595,16.44245,15.97019,15.6024,4649,301,3,409,2.47933E+18,GALAXY,0.05881173,2202,53566,365
1.23767E+18,244.4618448,15.90233482,18.75835,16.72004,15.75489,15.31437,14.98851,4649,301,3,399,2.47815E+18,GALAXY,0.05948551,2201,53904,176
1.23766E+18,122.9532202,29.77877735,19.29502,18.14999,17.69091,17.3837,17.21364,2830,301,1,86,1.0472E+18,GALAXY,0.0895486,930,52618,415
1.23766E+18,127.1631846,33.17724441,19.4689,17.67879,16.71257,16.26763,15.90927,2830,301,1,119,1.04945E+18,GALAXY,0.08824404,932,52620,412
1.23766E+18,144.8361343,43.61111476,19.04061,17.43978,16.58245,16.1376,15.85553,2830,301,1,234,1.35337E+18,GALAXY,0.1238105,1202,52672,123
1.23766E+18,147.3797665,44.56285772,19.21371,17.83238,16.94532,16.53657,16.20161,2830,301,1,248,1.05959E+18,GALAXY,0.1515211,941,52709,442
1.23766E+18,164.7517678,49.56923288,18.12693,17.00793,16.57588,16.32897,16.14605,2830,301,1,333,9.86292E+17,GALAXY,0.03242042,876,52669,15
1.23766E+18,178.8341365,51.12636003,16.70969,15.96632,15.62398,15.48731,15.34884,2830,301,1,394,9.9192E+17,GALAXY,0.0118069,881,52368,8
1.23766E+18,187.1492432,51.28398114,18.77548,16.84131,15.86499,15.41799,15.08534,2830,301,1,429,9.9533E+17,GALAXY,0.08621383,884,52374,124
1.23767E+18,227.5147798,16.79328875,18.80641,17.52939,16.96826,16.55727,16.22826,5183,301,3,618,3.12888E+18,GALAXY,0.04450238,2779,54540,23
1.23767E+18,166.4598782,21.3298196,18.72273,17.90867,17.52775,17.92739,16.96275,5183,301,3,234,2.80139E+18,GALAXY,0.0211907,2488,54149,553
1.23767E+18,199.3054601,21.66154565,19.57137,17.30017,16.33006,15.83644,15.36588,5183,301,3,438,2.98599E+18,GALAXY,0.07073558,2652,54508,358
1.23766E+18,322.3976053,0.1850659009,18.85759,17.69771,17.2765,17.04447,16.80128,4187,301,4,98,1.11252E+18,GALAXY,0.03023872,988,52520,473
1.23766E+18,225.7679327,5.410169831,18.03025,18.50459,18.98226,19.40875,19.90923,2391,301,3,125,5.46747E+18,STAR,0.0004707984,4856,55712,362
1.23768E+18,41.48716738,1.618085992,17.96136,16.99306,16.67402,16.52548,16.50204,7717,301,3,606,1.05611E+19,STAR,-4.94E-05,9380,58081,534
1.23766E+18,225.8470952,31.09117575,18.89226,17.56993,17.0296,16.8238,16.72827,3900,301,1,602,3.27644E+18,STAR,0.0001369377,2910,54630,250
1.23766E+18,252.4153805,33.99408967,19.47131,18.57873,18.36922,18.30606,18.28168,3225,301,4,284,3.89236E+18,STAR,-0.000990498,3457,54984,439
1.23766E+18,252.4582354,34.02369541,19.26462,18.87212,18.83518,18.77308,18.62718,3225,301,4,284,5.85042E+18,QSO,2.194126,5196,55831,882
1.23767E+18,200.4234728,25.60337612,19.47203,18.18055,17.72071,17.46645,17.38891,4670,301,1,28,2.52658E+18,GALAXY,0.06075844,2244,53795,210
1.23767E+18,210.7335456,24.21009997,17.92338,17.05224,16.70846,16.39255,16.29295,4670,301,1,92,2.38578E+18,GALAXY,0.06548199,2119,53792,9
1.23767E+18,240.9802861,15.1482654,19.27538,18.21465,17.69131,17.32391,17.18488,4670,301,1,291,2.84189E+18,GALAXY,0.1210497,2524,54568,431
1.23767E+18,47.83341957,6.764963333,19.10983,17.82879,17.23422,16.96148,16.84543,5714,301,6,191,2.62909E+18,STAR,-3.63E-05,2335,53730,410
1.23766E+18,136.7892643,37.50452959,18.75619,17.57586,17.59848,17.65601,17.7121,3530,301,6,145,3.54548E+18,STAR,0.0008045776,3149,54806,89
1.23766E+18,178.9756869,48.50886632,18.728,18.48061,18.35695,18.10167,18.05063,3530,301,6,360,7.51771E+18,QSO,1.861625,6677,56385,268
1.23766E+18,236.8161081,37.06103886,19.49365,18.86714,18.53239,18.23462,17.9643,3958,301,5,45,5.59918E+18,QSO,2.188922,4973,56042,274
1.23766E+18,20.62411419,-0.3478053295,19.19408,17.02603,16.61554,16.30781,16.30419,3434,301,3,491,4.49296E+17,GALAXY,0.04581935,399,51817,224
1.23767E+18,316.2334256,1.138630313,18.18732,16.58414,15.91681,15.67442,15.54601,4828,301,5,477,2.15958E+18,STAR,8.95E-05,1918,53240,393
1.23767E+18,260.0011158,64.39876699,18.56048,17.41176,16.85402,16.62116,16.52566,6122,301,4,136,2.87225E+18,STAR,-0.000432421,2551,54552,274
1.23767E+18,260.3523499,64.32125162,19.57654,18.63622,18.33477,18.22783,18.23064,6122,301,4,137,2.8835E+18,STAR,-0.0007126159,2561,54597,266
1.23767E+18,236.5611106,19.41740998,19.32144,17.71307,17.31919,17.11437,16.93137,4649,301,3,344,2.43997E+18,GALAXY,0.02417232,2167,53889,528
1.23766E+18,114.3621739,29.20263612,18.86674,17.68479,17.61349,17.61894,17.71009,2825,301,6,44,8.48951E+17,STAR,3.53E-05,754,52232,82
1.23765E+18,194.4936287,-1.370338499,19.49451,19.2722,19.67842,19.91785,20.06289,1140,301,6,278,4.27189E+18,STAR,-0.0001362421,3794,55241,808
1.23765E+18,143.4817817,4.612487625,17.5234,16.44503,15.96959,15.66854,15.51376,2125,301,6,165,6.40748E+17,GALAXY,0.05116593,569,52264,403
1.23765E+18,155.0128944,5.204110529,18.72432,16.72929,15.72942,15.30516,14.95078,2125,301,6,242,6.47482E+17,GALAXY,0.108383,575,52319,325
1.23765E+18,158.3537418,5.326599519,18.9014,17.50423,17.11464,16.89011,16.84797,2125,301,6,264,6.48684E+17,GALAXY,0.05166731,576,52325,601
1.23765E+18,159.3471206,5.43850419,17.92723,16.09712,15.28707,14.8817,14.57945,2125,301,6,271,6.49757E+17,GALAXY,0.02931095,577,52367,410
1.23765E+18,167.8536422,5.722315669,19.48421,17.75471,16.84667,16.41859,16.08707,2125,301,6,327,6.54318E+17,GALAXY,0.1023785,581,52356,620
1.23765E+18,165.9446714,5.684032668,19.54334,18.22064,17.5791,17.26144,17.05091,2125,301,6,315,6.5424E+17,GALAXY,0.08355574,581,52356,334
1.23766E+18,119.9728624,23.39006143,16.07248,14.44,13.63719,13.19562,12.86419,3605,301,4,72,1.42329E+18,GALAXY,0.02914295,1264,52707,550
1.23765E+18,8.155112777,-8.895823516,19.53983,17.71671,16.98445,16.68134,16.50522,1740,301,6,76,3.49603E+18,STAR,-0.0004190287,3105,54825,414
1.23765E+18,16.20977285,-8.72067906,17.62752,16.71795,16.39253,16.25582,16.18383,1740,301,6,129,7.42061E+17,STAR,-0.0003986314,659,52199,338
1.23765E+18,17.59531261,-8.641753529,17.8296,16.8407,16.53249,16.40149,16.40069,1740,301,6,138,7.42112E+17,STAR,-8.09E-07,659,52199,524
1.23766E+18,252.7823587,33.80263698,18.43857,17.48826,17.18558,17.07216,17.05314,3225,301,4,286,3.89228E+18,STAR,-0.0007937086,3457,54984,167
1.23766E+18,253.9678652,32.27693884,19.51757,19.37805,19.2235,19.08807,19.15755,3225,301,4,299,1.3242E+18,QSO,1.489292,1176,52791,520
1.23767E+18,225.8431902,20.50549297,19.36802,18.26903,17.76803,17.48297,17.29977,4670,301,1,188,2.42069E+18,GALAXY,0.06500405,2150,54510,3
1.23767E+18,227.2077735,20.05996925,17.3416,15.37315,14.42012,13.93504,13.5947,4670,301,1,197,3.14367E+18,GALAXY,0.04174666,2792,54556,569
1.23767E+18,38.84103592,0.2785692871,17.88256,16.68259,16.2293,16.08482,16.0251,4874,301,4,680,8.25305E+18,STAR,-3.22E-05,7330,56684,725
1.23767E+18,39.20683439,0.2906266756,18.8832,17.97787,17.74211,17.65788,17.62638,4874,301,4,683,1.206E+18,STAR,8.92E-05,1071,52641,604
1.23767E+18,44.7529732,6.914690336,19.43718,17.59108,16.76723,16.39601,16.19958,5714,301,6,170,2.59755E+18,STAR,9.42E-05,2307,53710,373
1.23767E+18,48.59250676,6.573860359,18.66303,16.93413,16.01378,15.58597,15.32151,5714,301,6,196,2.62912E+18,STAR,-7.79E-05,2335,53730,526
1.23766E+18,157.3945525,45.19789869,18.63063,17.78155,17.48314,17.39639,17.35837,3530,301,6,260,2.87902E+18,STAR,-6.26E-05,2557,54178,331
1.23766E+18,123.6261595,29.08716143,18.8114,17.86412,17.56984,17.44847,17.39382,3530,301,6,52,1.15846E+19,STAR,0.000542321,10289,58133,806
1.23766E+18,157.5589987,45.23311463,18.33071,16.92614,16.30994,16.0384,15.87646,3530,301,6,260,2.87903E+18,STAR,-0.0004029172,2557,54178,379
1.23765E+18,130.1806112,3.836406418,18.41397,16.46869,15.55964,15.12677,14.79098,2125,301,6,76,1.33764E+18,GALAXY,0.06305826,1188,52650,242
1.23765E+18,132.270149,4.070198076,17.95684,16.24409,15.42296,14.97382,14.64632,2125,301,6,90,1.33989E+18,GALAXY,0.05882929,1190,52670,249
1.23767E+18,201.3339856,21.46528264,19.42947,18.41309,17.73121,17.34939,17.10989,5183,301,3,450,2.98591E+18,GALAXY,0.1702843,2652,54508,68
1.23767E+18,224.4657794,17.71318003,18.74117,17.51386,16.90358,16.59491,16.32018,5183,301,3,598,3.12779E+18,GALAXY,0.04600988,2778,54539,150
1.23767E+18,176.096372,22.17933872,19.10457,17.82601,17.14051,16.78493,16.50004,5183,301,3,294,2.82279E+18,GALAXY,0.1303814,2507,53876,585
1.23767E+18,112.0767903,41.56947934,17.93433,16.58108,16.08631,15.89314,15.84002,6573,301,6,198,3.04115E+18,STAR,0.0001024569,2701,54154,333
1.23767E+18,112.1011876,41.64310411,18.5619,17.3793,16.87786,16.65069,16.55812,6573,301,6,198,3.02088E+18,STAR,-6.80E-06,2683,54153,326
1.23765E+18,19.25978916,-10.11835237,16.55069,15.08738,14.59778,14.43294,14.40693,1740,301,2,149,3.20772E+18,STAR,-4.88E-05,2849,54454,100
1.23765E+18,15.73075452,-10.43049351,19.36409,18.01856,17.45161,17.22348,17.14956,1740,301,2,125,3.50049E+18,STAR,0.00024683,3109,54833,255
1.23765E+18,16.70071011,-10.31329713,19.22428,17.61857,16.94491,16.67075,16.5162,1740,301,2,132,3.50047E+18,STAR,-0.0004564855,3109,54833,155
1.23766E+18,220.8583287,35.14816384,18.33872,16.41871,15.52321,15.10582,14.7799,3900,301,6,566,1.85335E+18,GALAXY,0.07063373,1646,53498,417
1.23768E+18,20.0415458,4.578592879,18.43176,17.49429,17.12589,17.00263,16.97213,7727,301,3,200,4.85618E+18,STAR,0.0001570285,4313,55857,644
1.23766E+18,245.6879186,24.21267267,19.44504,18.02168,17.3868,17.02953,16.77913,3919,301,4,279,1.77112E+18,GALAXY,0.03831033,1573,53226,277
1.23767E+18,225.5110207,23.42189205,18.54131,17.59186,17.13318,16.75111,16.64507,4649,301,3,270,2.42302E+18,GALAXY,0.1060855,2152,53874,298
1.23766E+18,115.3662637,22.71908544,19.13581,17.1664,16.30185,15.84576,15.54092,2830,301,1,20,5.04427E+18,GALAXY,0.07773146,4480,55591,876
1.23766E+18,118.6278326,25.81598388,17.31818,15.79391,15.00529,14.58246,14.28433,2830,301,1,49,1.04497E+18,GALAXY,0.06314755,928,52578,496
1.23766E+18,122.5119665,29.44995075,19.59844,18.26746,17.31771,16.89243,16.53583,2830,301,1,82,1.04722E+18,GALAXY,0.1874254,930,52618,478
1.23766E+18,139.6208555,40.96766027,18.82773,17.16074,16.44059,16.03559,15.78283,2830,301,1,203,1.05621E+18,GALAXY,0.07340842,938,52708,404
1.23766E+18,175.3141149,50.94744614,19.41972,18.3271,17.73094,17.39977,17.1971,2830,301,1,379,9.90816E+17,GALAXY,0.1364269,880,52367,87
1.23766E+18,184.8252297,51.32330124,19.25199,17.58591,16.81833,16.43281,16.17462,2830,301,1,419,9.94171E+17,GALAXY,0.04830156,883,52430,6
1.23767E+18,219.3583785,25.17206504,19.03422,17.68312,17.08695,16.74858,16.54623,4649,301,3,231,2.40382E+18,GALAXY,0.1219607,2135,53827,80
1.23766E+18,168.6742764,5.327520722,19.10028,18.05347,17.66201,17.29179,17.19356,2247,301,5,53,9.40255E+17,GALAXY,0.09627831,835,52326,466
1.23767E+18,202.6438084,22.33341768,19.0069,17.26982,16.31834,15.83344,15.48008,5183,301,5,458,2.98713E+18,GALAXY,0.08396651,2653,54230,415
1.23765E+18,308.9604857,-6.459688059,19.58898,18.40682,17.6925,17.28043,17.04234,1737,301,2,12,7.13892E+17,GALAXY,0.1151035,634,52164,260
1.23766E+18,230.7675446,5.009291103,18.63458,17.72107,17.39671,17.28604,17.22816,2391,301,3,158,5.37644E+18,STAR,-8.91E-05,4775,55708,982
1.23766E+18,234.1546424,4.519376918,17.69327,16.7268,16.41096,16.31268,16.26822,2391,301,3,181,2.06722E+18,STAR,-0.0004278559,1836,54567,262
1.23766E+18,234.8373727,4.592410266,17.1779,15.96155,15.83479,15.82751,15.87919,2391,301,3,185,2.06721E+18,STAR,-1.52E-05,1836,54567,197
1.23766E+18,226.6279055,44.84788309,19.47988,18.43544,18.03979,17.87494,17.82396,3964,301,5,93,1.88701E+18,STAR,-0.0002624795,1676,53147,15
1.23765E+18,94.36169855,1.328575208,18.92754,17.41997,17.20492,17.12405,17.07906,307,301,6,123,1.4176E+18,STAR,0.0002445729,1259,52931,342
1.23765E+18,146.9108156,4.821665332,17.23774,16.18594,15.84391,15.67439,15.58089,2125,301,6,188,6.4193E+17,GALAXY,0.01105693,570,52266,607
1.23765E+18,158.4625516,5.357578334,19.26647,18.03906,17.46374,17.09333,16.89737,2125,301,6,265,6.49737E+17,GALAXY,0.06760464,577,52367,339
1.23765E+18,163.5765863,5.662167675,19.17706,17.21721,16.29239,15.82255,15.50281,2125,301,6,299,6.52052E+17,GALAXY,0.054856,579,52338,566
1.23765E+18,158.1513051,5.37995941,19.30693,18.45782,18.24979,17.93669,17.99206,2125,301,6,263,6.48675E+17,GALAXY,0.1038113,576,52325,569
1.23765E+18,159.5534171,5.424559448,19.13692,18.00055,17.64066,17.36822,17.24243,2125,301,6,272,6.49766E+17,GALAXY,0.0720075,577,52367,441
1.23766E+18,220.4388378,-2.316337219,17.73451,16.77391,16.42423,16.27823,16.22278,2379,301,3,75,1.0359E+18,STAR,0.0002676645,920,52411,265
1.23766E+18,221.0940123,-2.435753055,18.7779,17.71017,17.23693,17.03404,16.95549,2379,301,3,79,1.03588E+18,STAR,-0.0004329015,920,52411,199
1.23766E+18,120.8441026,23.96933308,18.42428,17.0692,16.3852,15.93759,15.61158,3605,301,4,79,1.42432E+18,GALAXY,0.05725101,1265,52705,205
1.23766E+18,123.872026,26.15097847,16.79481,15.50425,14.89861,14.60022,14.33536,3605,301,4,102,1.42551E+18,GALAXY,0.02108964,1266,52709,443
1.23767E+18,215.6307162,26.03474399,18.27541,17.48635,17.07951,16.70244,16.53514,4649,301,3,208,2.39937E+18,GALAXY,0.1586525,2131,53819,280
1.23767E+18,218.2095381,25.47338335,19.05625,17.19258,16.26359,15.69274,15.327,4649,301,3,224,2.40384E+18,GALAXY,0.08008548,2135,53827,170
1.23767E+18,238.834156,18.53792178,18.90229,17.1971,16.36143,15.88744,15.47997,4649,301,3,359,2.44336E+18,GALAXY,0.04450383,2170,53875,572
1.23767E+18,190.8695196,29.46680398,17.20265,15.40211,14.62072,14.22654,13.9456,4649,301,3,60,2.52098E+18,GALAXY,0.0312132,2239,53726,320
1.23766E+18,159.2675065,40.35489149,19.16046,18.29536,17.99226,17.86055,17.84984,3893,301,5,46,5.21649E+18,STAR,0.0006605743,4633,55620,695
1.23766E+18,252.7002408,33.92945563,17.85259,16.60749,16.04221,15.81544,15.72237,3225,301,4,286,3.89237E+18,STAR,-0.0003965007,3457,54984,470
1.23766E+18,254.3208496,31.9102905,18.7516,18.58974,18.35753,18.32607,18.28961,3225,301,4,302,1.3241E+18,QSO,1.347176,1176,52791,143
1.23767E+18,241.8800626,14.93272769,18.62875,17.35773,16.7248,16.31492,16.08406,4670,301,1,297,2.84195E+18,GALAXY,0.08014923,2524,54568,636
1.23767E+18,226.6867965,20.20306959,18.36752,16.53667,15.64738,15.22725,14.87875,4670,301,1,194,3.14366E+18,GALAXY,0.050693,2792,54556,531
1.23767E+18,231.8392777,18.63650357,19.07638,16.95368,15.86699,15.31175,14.86504,4670,301,1,228,3.14592E+18,GALAXY,0.05652164,2794,54537,580
1.23767E+18,37.95761018,0.2496886893,17.97346,16.44956,15.90548,15.71804,15.6362,4874,301,4,674,8.25299E+18,STAR,0.0002010604,7330,56684,520
1.23767E+18,39.30873283,0.3292835355,18.45515,17.40047,17.07895,16.96609,16.93171,4874,301,4,683,8.81035E+18,STAR,1.56E-05,7825,57030,675
1.23767E+18,39.96480649,0.4005153342,19.30808,18.47766,18.18333,18.05095,17.99311,4874,301,4,688,8.26087E+18,STAR,0.0004452199,7337,56662,504
1.23767E+18,45.96361393,6.765336157,18.57553,17.40329,16.92206,16.68893,16.59671,5714,301,6,178,2.59761E+18,STAR,-0.0001929248,2307,53710,567
1.23767E+18,47.42608473,6.622358345,18.84523,17.17862,16.39672,16.05176,15.85155,5714,301,6,188,2.62907E+18,STAR,5.05E-05,2335,53730,330
1.23767E+18,328.8277883,45.52913172,19.17747,17.76661,17.16314,16.88626,16.71721,6162,301,2,414,2.87791E+18,STAR,-0.0001858859,2556,54000,394
1.23768E+18,19.44805942,2.011131463,17.67562,16.72426,16.42787,16.3431,16.32036,7717,301,3,459,1.05803E+19,STAR,-0.0003157329,9397,58107,849
1.23768E+18,340.0433135,19.08832732,19.04944,18.96648,18.67224,18.67835,18.63937,8096,301,5,102,8.53571E+18,QSO,1.223739,7581,57195,947
1.23768E+18,32.92435717,6.224200291,18.62078,17.5563,17.40531,17.387,17.3904,7760,301,3,171,8.16962E+18,STAR,-4.17E-05,7256,56658,340
1.23767E+18,56.3299659,-0.500717032,18.32584,16.41587,15.48014,15.0097,14.67064,4849,301,2,831,4.6838E+17,GALAXY,0.04731712,416,51811,22
1.23766E+18,164.1747587,42.97454225,18.90173,17.89313,17.46633,17.32536,17.24455,3813,301,3,126,3.66934E+18,STAR,2.31E-05,3259,54885,115
1.23766E+18,51.37310217,41.2408565,16.60405,14.52702,13.57253,13.07024,12.69937,3610,301,2,100,1.87463E+18,GALAXY,0.02068283,1665,52976,33
1.23766E+18,114.4155073,29.21981532,18.94688,18.85381,18.58458,18.55468,18.69956,2825,301,6,45,8.48951E+17,QSO,1.131362,754,52232,83
1.23765E+18,128.9856674,54.5283889,19.01395,17.78687,17.19749,16.87118,16.64067,1411,301,5,53,5.02259E+17,GALAXY,0.03238864,446,51899,390
1.23767E+18,226.2048155,14.5160999,17.90236,16.66615,16.09817,15.74932,15.47007,5322,301,6,109,3.09751E+18,GALAXY,0.04426756,2751,54243,580
1.23766E+18,244.0211821,24.50544942,18.08319,16.21143,15.30115,14.86444,14.54811,3900,301,6,717,1.77337E+18,GALAXY,0.08398707,1575,53493,292
1.23766E+18,157.2701053,37.6183459,19.45079,17.4783,16.4831,16.04997,15.70727,3900,301,6,230,2.2215E+18,GALAXY,0.1049692,1973,53432,378
1.23766E+18,184.3465699,40.91602082,19.41369,17.59811,16.73225,16.32857,16.04861,3900,301,6,371,2.24633E+18,GALAXY,0.07338887,1995,53415,581
1.23766E+18,245.4927336,23.51522025,19.18561,17.25005,16.28948,15.8417,15.48329,3900,301,6,728,1.77112E+18,GALAXY,0.06374905,1573,53226,287
1.23766E+18,186.0988819,38.01504005,18.73208,17.62581,17.2884,17.08791,17.02131,4470,301,5,22,2.24286E+18,GALAXY,0.05179695,1992,53466,262
1.23766E+18,245.4700093,-0.9499435027,17.92898,16.05926,15.1537,14.71802,14.33456,2346,301,1,81,3.89564E+17,GALAXY,0.04623752,346,51693,8
1.23768E+18,28.38244757,-1.357282358,18.87807,18.73122,18.49473,18.30696,18.33347,7780,301,6,91,8.83182E+18,QSO,0.2427386,7844,56982,963
1.23765E+18,128.8649576,3.758640686,19.02548,17.17764,16.19156,15.70233,15.32178,2125,301,6,68,1.33534E+18,GALAXY,0.09817449,1186,52646,90
1.23765E+18,138.7662949,4.466549541,18.99001,18.67556,17.90026,17.52729,17.06212,2125,301,6,134,1.34321E+18,QSO,0.311004,1193,52652,50
1.23765E+18,130.0753357,3.755583667,19.29771,17.76452,17.06684,16.67789,16.40578,2125,301,6,76,1.33764E+18,GALAXY,0.06353682,1188,52650,244
1.23765E+18,165.4248398,5.741375184,17.73553,15.77067,14.89863,14.4793,14.14681,2125,301,6,311,6.53167E+17,GALAXY,0.05227168,580,52368,528
1.23765E+18,8.311439513,-8.783706594,17.67516,16.50637,15.98094,15.74954,15.66187,1740,301,6,77,3.49604E+18,STAR,-0.0005705521,3105,54825,447
1.23766E+18,174.1622686,48.21406762,19.29533,18.93138,18.8404,18.64695,18.41864,3530,301,6,339,1.62589E+18,QSO,0.4186458,1444,53054,330
1.23768E+18,344.1945692,3.055751101,19.04913,18.07801,17.7024,17.56382,17.49468,7712,301,5,224,1.27262E+19,STAR,-0.0005356236,11303,58428,497
1.23768E+18,347.7033846,3.127063925,19.28931,19.0122,18.78614,18.59683,18.52299,7712,301,5,247,1.27183E+19,QSO,1.949595,11296,58425,311
1.23766E+18,241.7865179,3.806683519,19.08306,17.52218,16.87305,16.6131,16.47021,2391,301,3,232,2.45226E+18,STAR,-0.0002127057,2178,54629,186
1.23765E+18,236.6373211,0.932435308,19.27675,18.93374,18.84072,18.98974,18.85817,1458,301,2,747,3.85173E+17,QSO,0.8169194,342,51691,418
1.23766E+18,138.1019881,66.53147507,19.24615,17.64166,16.99085,16.57311,16.33059,4294,301,6,202,2.11342E+18,GALAXY,0.07445723,1877,54464,388
1.23766E+18,123.7520781,58.42567548,18.29514,17.07513,16.5192,16.176,15.97177,4294,301,6,133,2.10892E+18,GALAXY,0.04850893,1873,54437,393
1.23766E+18,151.3726162,39.47104397,19.19652,17.24123,16.26064,15.78065,15.40059,3562,301,3,31,1.52676E+18,GALAXY,0.06426085,1356,53033,153
1.23766E+18,251.9173849,30.62010345,18.14765,16.95697,16.58315,16.45052,16.4201,3705,301,2,344,3.91816E+18,STAR,-6.79E-05,3480,54999,90
1.23767E+18,257.8645635,64.28954927,19.05788,18.80955,18.85776,18.98021,18.81265,6122,301,4,130,3.94126E+17,QSO,0.7998998,350,51691,222
1.23766E+18,183.5538453,5.448284064,19.27791,17.47683,16.5987,16.18781,15.89344,2247,301,5,152,9.49276E+17,GALAXY,0.07832217,843,52378,518
1.23766E+18,198.1493399,5.496295651,18.52638,18.3119,17.87391,17.49949,17.35958,2247,301,5,249,9.57164E+17,QSO,0.223316,850,52338,544
1.23766E+18,168.9686195,42.14981528,19.16533,18.96009,18.88798,18.70524,18.77275,3893,301,5,96,1.62034E+18,QSO,1.552927,1439,53003,612
1.23765E+18,95.46540854,-0.6741612774,17.50525,15.96223,15.75266,15.67631,15.58548,211,301,2,364,1.41752E+18,STAR,0.0002079965,1259,52931,61
1.23766E+18,253.4564164,33.1057562,19.08402,17.51369,16.89846,16.66822,16.53651,3225,301,4,292,3.89225E+18,STAR,-0.0008186743,3457,54984,47
1.23767E+18,227.3310322,20.0463441,18.83626,17.51688,16.83198,16.47132,16.1966,4670,301,1,198,2.42408E+18,GALAXY,0.03959663,2153,54212,50
1.23767E+18,239.678483,15.66974339,18.86109,17.67093,17.04728,16.63824,16.4143,4670,301,1,282,2.83855E+18,GALAXY,0.07192955,2521,54538,577
1.23767E+18,39.61489593,0.3645182363,19.06454,17.72689,17.18312,16.95441,16.84566,4874,301,4,685,8.25308E+18,STAR,1.17E-05,7330,56684,858
1.23767E+18,39.74320269,0.3452610314,18.60732,17.28662,16.74588,16.53012,16.41678,4874,301,4,686,8.25309E+18,STAR,-7.41E-05,7330,56684,891
1.23767E+18,40.56088571,0.4018238928,19.25189,17.41517,16.72011,16.50876,16.40119,4874,301,4,692,1.20487E+18,STAR,-6.72E-05,1070,52591,589
1.23767E+18,45.17543084,6.907027347,19.46972,17.74425,16.94042,16.56078,16.34459,5714,301,6,173,2.59757E+18,STAR,-0.0002506073,2307,53710,444
1.23767E+18,45.72601526,6.890793461,19.20909,17.77747,17.14362,16.88657,16.74963,5714,301,6,177,2.61449E+18,STAR,0.0001223693,2322,53727,551
1.23767E+18,47.75576456,6.728625964,18.10529,16.92119,16.38014,16.13313,15.99853,5714,301,6,190,2.62908E+18,STAR,-0.0005795601,2335,53730,365
1.23767E+18,48.52166294,6.544755289,17.75941,16.41963,15.85244,15.62565,15.47754,5714,301,6,196,2.62912E+18,STAR,5.41E-05,2335,53730,524
1.23767E+18,48.80116665,6.527979965,19.26176,17.36409,16.47119,16.10647,15.87155,5714,301,6,197,2.62913E+18,STAR,-0.0001540444,2335,53730,564
1.23766E+18,151.4244043,43.54456475,16.39096,16.3847,16.37569,16.17748,16.27553,3530,301,6,229,9.3304E+18,QSO,0.1782913,8287,57401,228
1.23766E+18,243.5122754,56.13247997,18.17582,16.85587,16.09575,15.65964,15.35175,4011,301,5,66,7.64849E+18,GALAXY,0.06278875,6793,56430,906
1.23768E+18,348.7530263,3.123334124,19.30048,18.40655,18.09126,17.9718,17.88788,7712,301,5,254,4.82677E+18,STAR,1.13E-05,4287,55483,132
1.23766E+18,239.9735928,4.102834501,18.49856,17.51276,17.10365,16.95875,16.8925,2391,301,3,220,5.41135E+18,STAR,-0.0005217095,4806,55688,990
1.23766E+18,240.9347468,3.800837359,17.99221,16.66795,16.0554,15.8024,15.67395,2391,301,3,226,2.45228E+18,GALAXY,0,2178,54629,272
1.23767E+18,22.63287982,38.77598089,19.30717,17.69565,17.07962,16.82939,16.70532,4829,301,1,201,2.29926E+18,STAR,-0.0002073474,2042,53378,634
1.23768E+18,347.5475251,3.18723123,18.90787,17.98462,17.69791,17.57287,17.57473,7712,301,5,246,1.27183E+19,STAR,-0.0007333827,11296,58425,353
1.23766E+18,178.2414161,51.22135359,18.64528,17.48367,17.03069,16.7597,16.6503,2830,301,1,392,9.91934E+17,GALAXY,0.05693163,881,52368,60
1.23766E+18,179.5376725,51.18816402,19.59604,17.54836,16.51074,16.09856,15.72806,2830,301,1,397,9.93123E+17,GALAXY,0.1189402,882,52370,289
1.23766E+18,187.0349923,51.36594302,19.58172,17.79623,16.97692,16.58033,16.32215,2830,301,1,429,9.95331E+17,GALAXY,0.08791099,884,52374,130
1.23766E+18,187.1488929,51.31883219,19.38868,17.83236,17.05033,16.61806,16.3309,2830,301,1,429,9.95333E+17,GALAXY,0.08401337,884,52374,136
1.23766E+18,189.3149436,51.20076074,17.9933,16.32649,15.54995,15.15537,14.88375,2830,301,1,438,9.96479E+17,GALAXY,0.065286,885,52379,210
1.23766E+18,123.6312387,38.43830104,19.46132,17.99586,17.4769,17.28466,17.18805,2825,301,6,125,3.00627E+18,STAR,-0.0001050951,2670,54115,434
1.23766E+18,169.8511291,5.449041469,19.09448,17.27363,16.35242,15.92185,15.58756,2247,301,5,61,9.40297E+17,GALAXY,0.09015639,835,52326,619
1.23767E+18,164.7347467,21.99006812,19.47108,17.62679,16.6998,16.27639,15.96188,5183,301,5,224,2.80135E+18,GALAXY,0.08985911,2488,54149,400
1.23767E+18,178.351504,23.0709079,16.57834,14.72509,13.84837,13.44585,13.06557,5183,301,5,308,2.82731E+18,GALAXY,0.02681152,2511,53882,624
1.23767E+18,209.929831,21.30154253,19.26745,17.50839,16.44497,15.9435,15.55481,5183,301,5,503,3.11889E+18,GALAXY,0.1266388,2770,54510,541
1.23767E+18,213.05251,20.78428354,19.00027,17.86336,17.14419,16.69207,16.41005,5183,301,5,523,3.1211E+18,GALAXY,0.1924731,2772,54529,372
